J       CT       CP       eta
0.112   0.1041   0.0521   0.223
0.144   0.1022   0.0524   0.281
0.173   0.1000   0.0524   0.330
0.203   0.0975   0.0525   0.377
0.231   0.0950   0.0525   0.417
0.261   0.0922   0.0526   0.457
0.287   0.0895   0.0526   0.489
0.320   0.0861   0.0528   0.522
0.344   0.0833   0.0528   0.543
0.372   0.0795   0.0527   0.562
0.401   0.0749   0.0521   0.576
0.432   0.0684   0.0507   0.582
0.464   0.0611   0.0486   0.584
0.492   0.0543   0.0463   0.578
0.518   0.0477   0.0437   0.565
0.548   0.0397   0.0402   0.541
0.576   0.0331   0.0372   0.513
