RPM    CT       CP
1392   0.0845   0.0523
1538   0.0851   0.0520
1569   0.0855   0.0525
1793   0.0866   0.0522
1915   0.0869   0.0523
2041   0.0873   0.0519
2157   0.0880   0.0522
2291   0.0880   0.0523
2421   0.0885   0.0526
2546   0.0887   0.0524
2667   0.0894   0.0527
2803   0.0895   0.0527
2920   0.0897   0.0527
3061   0.0902   0.0528
3184   0.0907   0.0529
3290   0.0909   0.0530
