J       CT       CP       eta
0.138   0.0970   0.0835   0.160
0.172   0.0955   0.0821   0.200
0.210   0.0932   0.0798   0.245
0.245   0.0916   0.0777   0.289
0.286   0.0899   0.0764   0.337
0.324   0.0882   0.0756   0.377
0.359   0.0860   0.0754   0.409
0.396   0.0823   0.0749   0.435
0.431   0.0784   0.0747   0.453
0.467   0.0741   0.0739   0.468
0.506   0.0689   0.0730   0.477
0.541   0.0639   0.0727   0.476
0.577   0.0584   0.0709   0.475
0.616   0.0503   0.0680   0.455
0.647   0.0434   0.0654   0.430
0.688   0.0341   0.0615   0.382
0.715   0.0281   0.0587   0.342
