J       CT       CP       eta
0.434   0.0616   0.0514   0.519
0.462   0.0568   0.0504   0.521
0.493   0.0508   0.0483   0.519
0.516   0.0472   0.0470   0.518
0.540   0.0436   0.0459   0.513
0.572   0.0374   0.0433   0.494
0.598   0.0321   0.0409   0.469
0.628   0.0255   0.0379   0.423
0.649   0.0215   0.0360   0.388
0.679   0.0157   0.0332   0.321
0.699   0.0118   0.0313   0.264
0.731   0.0049   0.0277   0.130
0.752   0.0001   0.0252   0.004
0.786   -0.0077   0.0210   -0.287
0.810   -0.0134   0.0177   -0.614
0.836   -0.0192   0.0141   -1.138
0.862   -0.0256   0.0104   -2.121
0.888   -0.0317   0.0069   -4.063
