J       CT       CP       eta
0.608   0.0667   0.0823   0.493
0.647   0.0609   0.0805   0.489
0.684   0.0530   0.0771   0.470
0.713   0.0480   0.0751   0.456
0.760   0.0377   0.0699   0.411
0.782   0.0340   0.0680   0.391
0.835   0.0225   0.0616   0.306
0.862   0.0175   0.0588   0.256
0.905   0.0081   0.0531   0.139
0.944   -0.0004   0.0477   -0.009
0.978   -0.0076   0.0432   -0.172
1.016   -0.0157   0.0378   -0.422
1.053   -0.0241   0.0324   -0.783
1.085   -0.0328   0.0279   -1.275
1.125   -0.0422   0.0214   -2.213
1.162   -0.0507   0.0155   -3.805
1.202   -0.0607   0.0082   -8.863
