RPM    CT       CP
1655   0.0936   0.0524
2019   0.0962   0.0523
2320   0.0972   0.0519
2616   0.0978   0.0513
2916   0.0996   0.0520
3209   0.1002   0.0520
3512   0.1008   0.0526
3805   0.1009   0.0522
4119   0.1014   0.0520
4406   0.1023   0.0522
4722   0.1029   0.0522
5001   0.1042   0.0522
5302   0.1065   0.0516
5598   0.1072   0.0514
5905   0.1096   0.0505
6213   0.1118   0.0503
