J       CT       CP       eta
0.090   0.1155   0.0548   0.189
0.107   0.1147   0.0548   0.223
0.130   0.1137   0.0555   0.266
0.156   0.1115   0.0560   0.311
0.175   0.1101   0.0564   0.341
0.197   0.1082   0.0568   0.375
0.218   0.1059   0.0571   0.405
0.243   0.1035   0.0574   0.438
0.265   0.1014   0.0579   0.465
0.285   0.0988   0.0578   0.487
0.309   0.0963   0.0582   0.512
0.330   0.0934   0.0582   0.530
0.354   0.0909   0.0585   0.550
0.372   0.0878   0.0581   0.563
0.397   0.0844   0.0579   0.579
0.414   0.0813   0.0573   0.588
0.436   0.0777   0.0568   0.596
