J       CT       CP       eta
0.459   0.0851   0.0840   0.465
0.484   0.0829   0.0837   0.479
0.515   0.0801   0.0835   0.494
0.542   0.0766   0.0829   0.501
0.569   0.0732   0.0826   0.505
0.598   0.0698   0.0822   0.507
0.618   0.0671   0.0818   0.507
0.650   0.0628   0.0812   0.503
0.675   0.0590   0.0804   0.496
0.708   0.0523   0.0783   0.473
0.732   0.0479   0.0768   0.456
0.759   0.0424   0.0749   0.430
0.790   0.0348   0.0715   0.384
0.814   0.0291   0.0688   0.344
0.846   0.0208   0.0647   0.273
0.868   0.0158   0.0621   0.221
0.900   0.0080   0.0579   0.124
0.921   0.0034   0.0555   0.056
0.954   -0.0048   0.0508   -0.090
0.983   -0.0114   0.0471   -0.237
1.002   -0.0159   0.0446   -0.357
1.037   -0.0246   0.0396   -0.644
1.055   -0.0287   0.0371   -0.816
1.093   -0.0385   0.0309   -1.362
