J       CT       CP       eta
0.116   0.0952   0.0509   0.217
0.143   0.0934   0.0508   0.262
0.171   0.0913   0.0510   0.306
0.204   0.0883   0.0508   0.355
0.232   0.0854   0.0504   0.393
0.261   0.0835   0.0498   0.437
0.290   0.0803   0.0495   0.470
0.319   0.0767   0.0489   0.500
0.343   0.0739   0.0483   0.524
0.373   0.0693   0.0475   0.544
0.402   0.0646   0.0464   0.559
0.434   0.0590   0.0450   0.569
0.459   0.0542   0.0435   0.571
0.489   0.0481   0.0415   0.567
0.513   0.0431   0.0397   0.557
0.547   0.0353   0.0366   0.527
0.570   0.0305   0.0347   0.501
