J       CT       CP       eta
0.408   0.0715   0.0524   0.557
0.431   0.0659   0.0507   0.560
0.454   0.0593   0.0483   0.557
0.479   0.0522   0.0457   0.547
0.505   0.0452   0.0427   0.535
0.523   0.0408   0.0409   0.521
0.545   0.0358   0.0388   0.503
0.574   0.0291   0.0358   0.467
0.595   0.0243   0.0337   0.430
0.622   0.0183   0.0310   0.367
0.649   0.0124   0.0285   0.283
0.670   0.0078   0.0264   0.198
0.693   0.0026   0.0239   0.075
0.720   -0.0036   0.0208   -0.126
0.741   -0.0084   0.0184   -0.336
0.768   -0.0147   0.0151   -0.745
0.789   -0.0195   0.0125   -1.236
0.815   -0.0259   0.0088   -2.403
0.837   -0.0313   0.0057   -4.566
