J       CT       CP       eta
0.114   0.1029   0.0926   0.127
0.145   0.1023   0.0912   0.162
0.174   0.1017   0.0901   0.196
0.206   0.1008   0.0889   0.234
0.238   0.1001   0.0881   0.270
0.267   0.0983   0.0879   0.299
0.298   0.0965   0.0878   0.327
0.329   0.0947   0.0878   0.355
0.358   0.0930   0.0879   0.379
0.389   0.0903   0.0881   0.399
0.420   0.0883   0.0882   0.420
0.449   0.0859   0.0881   0.437
0.475   0.0836   0.0883   0.450
0.511   0.0796   0.0882   0.461
0.540   0.0758   0.0880   0.465
0.570   0.0716   0.0876   0.466
0.598   0.0671   0.0867   0.463
