RPM    CT       CP
2985   0.0626   0.0311
3313   0.0669   0.0316
3558   0.0677   0.0309
3793   0.0693   0.0310
4072   0.0708   0.0308
4357   0.0718   0.0306
4634   0.0723   0.0304
4898   0.0735   0.0304
5134   0.0741   0.0303
5418   0.0743   0.0301
5682   0.0751   0.0301
5952   0.0756   0.0301
6228   0.0761   0.0301
6490   0.0765   0.0299
6756   0.0764   0.0298
7007   0.0769   0.0298
