J       CT       CP       eta
0.483   0.0384   0.0353   0.525
0.515   0.0310   0.0324   0.493
0.542   0.0245   0.0296   0.449
0.571   0.0170   0.0261   0.372
0.599   0.0099   0.0228   0.260
0.628   0.0028   0.0194   0.092
0.658   -0.0043   0.0159   -0.180
0.684   -0.0115   0.0125   -0.630
0.712   -0.0176   0.0089   -1.412
