J       CT       CP       eta
0.096   0.1124   0.0640   0.169
0.123   0.1127   0.0637   0.218
0.144   0.1125   0.0634   0.255
0.168   0.1128   0.0639   0.297
0.192   0.1123   0.0643   0.336
0.217   0.1113   0.0648   0.373
0.243   0.1096   0.0654   0.408
0.267   0.1080   0.0659   0.438
0.290   0.1054   0.0659   0.464
0.316   0.1033   0.0665   0.490
0.338   0.1008   0.0665   0.512
0.365   0.0977   0.0666   0.536
0.387   0.0949   0.0666   0.552
0.409   0.0924   0.0667   0.567
0.433   0.0892   0.0666   0.580
0.458   0.0860   0.0665   0.591
0.482   0.0828   0.0664   0.600
