J       CT       CP       eta
0.158   0.1296   0.0728   0.281
0.198   0.1231   0.0718   0.339
0.240   0.1156   0.0702   0.395
0.276   0.1091   0.0688   0.438
0.325   0.1006   0.0670   0.489
0.361   0.0932   0.0651   0.517
0.401   0.0866   0.0638   0.544
0.442   0.0788   0.0618   0.564
0.478   0.0721   0.0600   0.574
0.521   0.0628   0.0569   0.575
0.555   0.0555   0.0545   0.565
0.600   0.0454   0.0510   0.534
0.648   0.0336   0.0464   0.469
0.678   0.0266   0.0439   0.412
0.722   0.0145   0.0388   0.270
0.760   0.0032   0.0340   0.072
0.807   -0.0103   0.0285   -0.293
