J       CT       CP       eta
0.106   0.1264   0.1131   0.119
0.135   0.1246   0.1118   0.150
0.160   0.1230   0.1109   0.178
0.190   0.1211   0.1097   0.209
0.218   0.1186   0.1078   0.240
0.250   0.1170   0.1066   0.274
0.278   0.1177   0.1046   0.313
0.307   0.1165   0.1032   0.346
0.336   0.1142   0.1027   0.373
0.364   0.1119   0.1022   0.399
0.392   0.1103   0.1018   0.425
0.421   0.1082   0.1012   0.451
0.448   0.1063   0.1003   0.475
0.477   0.1034   0.0998   0.494
0.504   0.1002   0.0996   0.507
0.532   0.0968   0.0994   0.517
0.560   0.0928   0.0991   0.524
