J       CT       CP       eta
0.126   0.1402   0.0776   0.228
0.159   0.1367   0.0775   0.280
0.192   0.1324   0.0772   0.329
0.225   0.1271   0.0765   0.374
0.255   0.1214   0.0753   0.411
0.290   0.1146   0.0737   0.451
0.320   0.1088   0.0724   0.481
0.352   0.1021   0.0705   0.510
0.383   0.0961   0.0690   0.534
0.414   0.0902   0.0675   0.553
0.448   0.0832   0.0655   0.569
0.479   0.0771   0.0638   0.579
0.512   0.0698   0.0612   0.584
0.541   0.0636   0.0592   0.581
0.576   0.0560   0.0565   0.571
0.605   0.0496   0.0543   0.552
0.639   0.0412   0.0511   0.516
