J       CT       CP       eta
0.116   0.0958   0.0690   0.161
0.145   0.0956   0.0684   0.202
0.175   0.0949   0.0682   0.243
0.205   0.0941   0.0681   0.283
0.234   0.0930   0.0681   0.319
0.269   0.0915   0.0682   0.361
0.299   0.0909   0.0683   0.398
0.331   0.0891   0.0685   0.430
0.359   0.0866   0.0686   0.453
0.392   0.0841   0.0687   0.479
0.422   0.0807   0.0689   0.494
0.452   0.0768   0.0688   0.504
0.477   0.0734   0.0686   0.510
0.513   0.0678   0.0681   0.510
0.541   0.0625   0.0671   0.504
0.569   0.0563   0.0655   0.489
0.604   0.0480   0.0627   0.462
