RPM    CT       CP
2508   0.0897   0.0374
2795   0.0914   0.0374
3093   0.0920   0.0371
3344   0.0919   0.0368
3630   0.0922   0.0366
3919   0.0926   0.0366
4176   0.0932   0.0367
4446   0.0938   0.0368
4743   0.0940   0.0367
5025   0.0946   0.0369
5314   0.0950   0.0370
5596   0.0956   0.0373
5869   0.0958   0.0373
6146   0.0964   0.0374
6434   0.0968   0.0377
6708   0.0975   0.0379
