J       CT       CP       eta
0.137   0.0882   0.0446   0.270
0.172   0.0837   0.0442   0.326
0.204   0.0788   0.0436   0.368
0.244   0.0720   0.0426   0.412
0.283   0.0652   0.0414   0.446
0.324   0.0577   0.0397   0.471
0.356   0.0517   0.0379   0.486
0.400   0.0433   0.0350   0.494
0.428   0.0383   0.0334   0.491
0.465   0.0303   0.0301   0.468
0.508   0.0220   0.0266   0.421
0.546   0.0143   0.0231   0.337
0.586   0.0060   0.0195   0.179
0.620   -0.0012   0.0163   -0.044
0.659   -0.0093   0.0125   -0.492
0.691   -0.0162   0.0090   -1.236
