J       CT       CP       eta
0.107   0.1062   0.1166   0.097
0.135   0.1056   0.1167   0.122
0.161   0.1046   0.1161   0.145
0.190   0.1034   0.1153   0.170
0.218   0.1020   0.1144   0.194
0.249   0.1001   0.1135   0.220
0.277   0.0981   0.1127   0.241
0.307   0.0960   0.1116   0.264
0.337   0.0941   0.1104   0.288
0.366   0.0924   0.1094   0.309
0.394   0.0905   0.1083   0.329
0.420   0.0889   0.1070   0.349
0.448   0.0878   0.1056   0.373
0.479   0.0862   0.1045   0.395
0.502   0.0850   0.1044   0.409
0.531   0.0827   0.1044   0.421
0.560   0.0796   0.1044   0.427
