RPM    CT       CP
2534   0.1051   0.0745
2791   0.1039   0.0722
3050   0.1067   0.0734
3317   0.1067   0.0737
3631   0.1075   0.0740
3914   0.1071   0.0732
4188   0.1079   0.0734
4463   0.1090   0.0738
4754   0.1094   0.0742
5042   0.1098   0.0748
5305   0.1106   0.0753
5586   0.1108   0.0758
5882   0.1113   0.0759
6151   0.1123   0.0763
6417   0.1128   0.0763
6700   0.1146   0.0760
