J       CT       CP       eta
0.445   0.0259   0.0300   0.385
0.473   0.0181   0.0280   0.306
0.499   0.0105   0.0261   0.201
0.525   0.0028   0.0241   0.060
0.550   -0.0049   0.0221   -0.122
0.576   -0.0130   0.0201   -0.374
0.607   -0.0227   0.0176   -0.781
0.633   -0.0311   0.0154   -1.280
0.661   -0.0401   0.0131   -2.024
0.685   -0.0484   0.0110   -3.021
0.712   -0.0575   0.0085   -4.805
0.739   -0.0666   0.0062   -7.944
