J       CT       CP       eta
0.110   0.0856   0.0707   0.134
0.142   0.0844   0.0696   0.172
0.172   0.0840   0.0690   0.209
0.200   0.0822   0.0677   0.243
0.230   0.0814   0.0670   0.280
0.263   0.0802   0.0671   0.314
0.294   0.0784   0.0673   0.342
0.321   0.0762   0.0673   0.363
0.355   0.0731   0.0676   0.384
0.383   0.0703   0.0677   0.398
0.412   0.0668   0.0675   0.408
0.443   0.0625   0.0667   0.416
0.472   0.0580   0.0661   0.414
0.497   0.0538   0.0654   0.408
0.527   0.0480   0.0636   0.397
0.554   0.0426   0.0621   0.380
0.583   0.0370   0.0606   0.356
