RPM    CT       CP
2297   0.0949   0.0561
2599   0.0940   0.0542
2868   0.0960   0.0545
3164   0.0962   0.0537
3452   0.0972   0.0530
3710   0.0977   0.0524
3989   0.0987   0.0519
4270   0.0998   0.0516
4544   0.1001   0.0513
4841   0.1004   0.0510
5113   0.1008   0.0509
5411   0.1011   0.0507
5669   0.1013   0.0507
5959   0.1013   0.0506
6251   0.1020   0.0508
6528   0.1015   0.0504
