J       CT       CP       eta
0.104   0.1131   0.0610   0.193
0.137   0.1119   0.0619   0.248
0.157   0.1106   0.0623   0.279
0.186   0.1094   0.0632   0.322
0.210   0.1079   0.0637   0.356
0.237   0.1061   0.0643   0.392
0.265   0.1038   0.0649   0.424
0.290   0.1019   0.0656   0.451
0.318   0.0995   0.0659   0.480
0.343   0.0969   0.0663   0.502
0.371   0.0944   0.0665   0.527
0.397   0.0914   0.0667   0.544
0.420   0.0895   0.0671   0.559
0.446   0.0864   0.0671   0.574
0.472   0.0832   0.0670   0.586
0.498   0.0798   0.0667   0.596
0.523   0.0760   0.0661   0.602
