RPM    CT       CP
2045   0.1211   0.0577
2291   0.1219   0.0578
2526   0.1217   0.0567
2795   0.1213   0.0563
3045   0.1234   0.0565
3339   0.1230   0.0560
3576   0.1241   0.0562
3840   0.1245   0.0562
4080   0.1246   0.0561
4352   0.1249   0.0560
4633   0.1257   0.0562
4861   0.1252   0.0560
5118   0.1255   0.0558
5390   0.1258   0.0558
5655   0.1261   0.0558
5908   0.1259   0.0558
