J       CT       CP       eta
0.138   0.0910   0.0690   0.182
0.172   0.0904   0.0686   0.227
0.208   0.0891   0.0680   0.272
0.246   0.0878   0.0681   0.317
0.286   0.0863   0.0685   0.360
0.325   0.0844   0.0685   0.401
0.362   0.0822   0.0688   0.433
0.398   0.0791   0.0686   0.459
0.435   0.0753   0.0685   0.478
0.470   0.0706   0.0685   0.485
0.506   0.0644   0.0676   0.482
0.539   0.0572   0.0656   0.470
0.574   0.0494   0.0630   0.450
0.608   0.0413   0.0602   0.417
0.647   0.0305   0.0554   0.356
0.678   0.0227   0.0516   0.299
0.725   0.0112   0.0459   0.176
