J       CT       CP       eta
0.097   0.1055   0.0514   0.198
0.120   0.1045   0.0520   0.242
0.146   0.1033   0.0528   0.286
0.170   0.1022   0.0535   0.324
0.194   0.1009   0.0543   0.360
0.219   0.0990   0.0550   0.395
0.243   0.0971   0.0556   0.424
0.267   0.0949   0.0560   0.452
0.292   0.0923   0.0565   0.478
0.315   0.0892   0.0565   0.498
0.339   0.0861   0.0565   0.517
0.363   0.0822   0.0561   0.532
0.384   0.0787   0.0557   0.542
0.407   0.0745   0.0551   0.551
0.431   0.0699   0.0542   0.556
0.454   0.0650   0.0530   0.556
0.476   0.0603   0.0516   0.556
