J       CT       CP       eta
0.102   0.1050   0.0908   0.118
0.127   0.1049   0.0897   0.148
0.156   0.1048   0.0883   0.185
0.184   0.1042   0.0875   0.218
0.215   0.1029   0.0874   0.253
0.242   0.1017   0.0873   0.282
0.269   0.1002   0.0874   0.309
0.298   0.0986   0.0874   0.336
0.326   0.0970   0.0874   0.361
0.353   0.0948   0.0876   0.382
0.380   0.0927   0.0879   0.401
0.408   0.0912   0.0880   0.423
0.435   0.0895   0.0882   0.441
0.459   0.0872   0.0882   0.454
0.491   0.0847   0.0885   0.470
0.518   0.0817   0.0884   0.479
0.544   0.0774   0.0883   0.477
