J       CT       CP       eta
0.553   0.0545   0.0573   0.526
0.584   0.0493   0.0556   0.519
0.616   0.0437   0.0535   0.503
0.648   0.0370   0.0508   0.473
0.682   0.0298   0.0480   0.423
0.715   0.0220   0.0451   0.349
0.752   0.0115   0.0410   0.210
0.788   0.0012   0.0369   0.027
0.819   -0.0070   0.0336   -0.170
0.849   -0.0141   0.0308   -0.389
0.883   -0.0224   0.0275   -0.718
0.915   -0.0305   0.0243   -1.149
0.946   -0.0379   0.0213   -1.685
0.979   -0.0461   0.0179   -2.520
1.009   -0.0534   0.0149   -3.611
1.044   -0.0631   0.0110   -6.011
1.078   -0.0725   0.0072   -10.855
