J       CT       CP       eta
0.444   0.0977   0.0877   0.495
0.472   0.0953   0.0882   0.510
0.504   0.0920   0.0889   0.521
0.531   0.0883   0.0886   0.529
0.556   0.0852   0.0885   0.536
0.584   0.0819   0.0888   0.539
0.614   0.0763   0.0883   0.531
0.636   0.0727   0.0879   0.526
0.663   0.0685   0.0872   0.521
0.694   0.0641   0.0865   0.515
0.719   0.0605   0.0858   0.506
0.744   0.0564   0.0849   0.494
0.778   0.0502   0.0833   0.468
0.796   0.0468   0.0823   0.452
0.820   0.0416   0.0805   0.424
0.857   0.0336   0.0775   0.372
0.878   0.0289   0.0755   0.336
0.913   0.0205   0.0714   0.262
0.933   0.0153   0.0686   0.209
0.962   0.0076   0.0643   0.114
0.991   -0.0001   0.0598   -0.001
1.011   -0.0053   0.0565   -0.095
1.047   -0.0149   0.0502   -0.312
1.074   -0.0224   0.0452   -0.533
