RPM    CT       CP
1674   0.0979   0.0656
1984   0.1019   0.0658
2309   0.1038   0.0656
2566   0.1050   0.0651
2866   0.1053   0.0636
3141   0.1068   0.0637
3422   0.1100   0.0629
3725   0.1124   0.0618
3990   0.1144   0.0614
4262   0.1162   0.0610
4585   0.1186   0.0591
4855   0.1210   0.0590
5147   0.1213   0.0589
5430   0.1213   0.0586
5715   0.1218   0.0584
5994   0.1220   0.0583
