J       CT       CP       eta
0.485   0.0765   0.0612   0.606
0.514   0.0710   0.0596   0.613
0.544   0.0642   0.0572   0.611
0.570   0.0585   0.0552   0.604
0.604   0.0507   0.0523   0.585
0.632   0.0442   0.0499   0.559
0.664   0.0359   0.0464   0.513
0.687   0.0299   0.0440   0.467
0.721   0.0204   0.0399   0.368
0.751   0.0118   0.0364   0.243
0.774   0.0051   0.0335   0.118
0.803   -0.0039   0.0294   -0.106
0.831   -0.0129   0.0254   -0.421
0.866   -0.0240   0.0201   -1.032
0.893   -0.0324   0.0162   -1.787
0.924   -0.0424   0.0117   -3.353
0.954   -0.0524   0.0069   -7.254
