J       CT       CP       eta
0.093   0.1180   0.0610   0.181
0.119   0.1174   0.0620   0.225
0.147   0.1161   0.0626   0.272
0.173   0.1153   0.0636   0.314
0.200   0.1137   0.0643   0.353
0.227   0.1124   0.0654   0.389
0.253   0.1103   0.0661   0.423
0.282   0.1079   0.0667   0.455
0.310   0.1061   0.0679   0.484
0.336   0.1042   0.0686   0.510
0.360   0.1018   0.0691   0.530
0.388   0.0983   0.0691   0.552
0.414   0.0957   0.0695   0.570
0.439   0.0927   0.0698   0.583
0.465   0.0893   0.0696   0.597
0.491   0.0853   0.0693   0.605
0.521   0.0818   0.0692   0.615
