RPM    CT       CP
2513   0.0768   0.0485
2763   0.0797   0.0490
3075   0.0816   0.0479
3326   0.0843   0.0493
3613   0.0853   0.0479
3920   0.0855   0.0475
4177   0.0878   0.0489
4468   0.0894   0.0488
4756   0.0907   0.0480
5016   0.0965   0.0485
5296   0.0982   0.0478
5578   0.1003   0.0474
5878   0.1021   0.0472
6158   0.1030   0.0470
6420   0.1034   0.0468
6712   0.1042   0.0469
