J       CT       CP       eta
0.447   0.0877   0.0652   0.602
0.472   0.0826   0.0637   0.613
0.495   0.0778   0.0620   0.621
0.520   0.0727   0.0603   0.627
0.550   0.0660   0.0580   0.626
0.573   0.0609   0.0562   0.621
0.597   0.0560   0.0544   0.615
0.629   0.0478   0.0509   0.591
0.655   0.0415   0.0481   0.565
0.685   0.0329   0.0443   0.509
0.707   0.0269   0.0418   0.456
0.736   0.0177   0.0378   0.345
0.764   0.0087   0.0339   0.197
0.790   0.0006   0.0303   0.015
0.816   -0.0082   0.0262   -0.256
0.843   -0.0170   0.0221   -0.647
0.871   -0.0266   0.0178   -1.304
0.896   -0.0353   0.0139   -2.281
0.921   -0.0441   0.0100   -4.049
