J       CT       CP       eta
0.186   0.0896   0.0600   0.279
0.237   0.0867   0.0593   0.346
0.284   0.0816   0.0587   0.395
0.336   0.0743   0.0576   0.433
0.382   0.0683   0.0564   0.462
0.435   0.0613   0.0546   0.489
0.482   0.0542   0.0525   0.498
0.530   0.0469   0.0500   0.498
0.586   0.0368   0.0460   0.469
0.623   0.0298   0.0427   0.435
0.682   0.0175   0.0363   0.329
0.710   0.0120   0.0333   0.255
0.771   -0.0003   0.0261   -0.008
0.819   -0.0104   0.0202   -0.421
0.873   -0.0214   0.0137   -1.364
0.926   -0.0331   0.0070   -4.367
