RPM    CT       CP
2020   0.1511   0.0940
2205   0.1566   0.0982
2499   0.1546   0.0966
2718   0.1590   0.1004
2979   0.1636   0.1038
3192   0.1648   0.1055
3436   0.1658   0.1075
3675   0.1669   0.1084
3915   0.1678   0.1100
4159   0.1730   0.1142
4405   0.1723   0.1151
4667   0.1722   0.1161
4876   0.1719   0.1179
5117   0.1745   0.1206
5362   0.1748   0.1222
5607   0.1755   0.1249
