J       CT       CP       eta
0.403   0.0693   0.0561   0.498
0.425   0.0647   0.0548   0.502
0.448   0.0601   0.0535   0.503
0.472   0.0551   0.0522   0.498
0.498   0.0492   0.0502   0.488
0.520   0.0447   0.0488   0.477
0.541   0.0402   0.0471   0.462
0.565   0.0354   0.0453   0.441
0.591   0.0297   0.0432   0.406
0.616   0.0244   0.0410   0.367
0.639   0.0198   0.0391   0.323
0.667   0.0135   0.0364   0.247
0.686   0.0090   0.0343   0.179
0.710   0.0039   0.0320   0.086
0.738   -0.0026   0.0290   -0.067
0.757   -0.0071   0.0270   -0.198
0.779   -0.0122   0.0245   -0.387
0.807   -0.0192   0.0213   -0.726
0.827   -0.0237   0.0191   -1.027
0.855   -0.0310   0.0157   -1.694
0.873   -0.0354   0.0136   -2.283
0.899   -0.0421   0.0104   -3.623
