J       CT       CP       eta
0.372   0.0800   0.0522   0.570
0.396   0.0766   0.0517   0.586
0.416   0.0734   0.0512   0.597
0.441   0.0699   0.0507   0.607
0.461   0.0669   0.0502   0.614
0.478   0.0641   0.0496   0.618
0.502   0.0601   0.0487   0.620
0.521   0.0564   0.0476   0.617
0.545   0.0526   0.0466   0.616
0.565   0.0486   0.0452   0.608
0.594   0.0422   0.0428   0.586
0.612   0.0381   0.0411   0.567
0.637   0.0328   0.0391   0.534
0.657   0.0282   0.0371   0.500
0.676   0.0234   0.0348   0.455
0.704   0.0162   0.0313   0.365
0.724   0.0105   0.0282   0.270
0.746   0.0044   0.0248   0.134
0.768   -0.0016   0.0212   -0.059
0.789   -0.0083   0.0172   -0.379
0.812   -0.0152   0.0129   -0.959
0.831   -0.0212   0.0090   -1.950
