J       CT       CP       eta
0.137   0.0984   0.0943   0.143
0.173   0.0972   0.0932   0.181
0.211   0.0957   0.0917   0.220
0.245   0.0947   0.0899   0.258
0.287   0.0932   0.0886   0.301
0.321   0.0914   0.0885   0.331
0.358   0.0890   0.0884   0.360
0.394   0.0865   0.0886   0.384
0.430   0.0838   0.0888   0.406
0.467   0.0803   0.0887   0.423
0.502   0.0764   0.0885   0.433
0.532   0.0727   0.0880   0.439
0.576   0.0660   0.0868   0.438
0.610   0.0602   0.0854   0.429
0.641   0.0543   0.0836   0.416
0.684   0.0454   0.0806   0.386
0.716   0.0386   0.0779   0.355
