J       CT       CP       eta
0.132   0.0690   0.0401   0.228
0.162   0.0660   0.0403   0.266
0.198   0.0615   0.0400   0.305
0.231   0.0571   0.0393   0.335
0.264   0.0528   0.0385   0.362
0.296   0.0486   0.0376   0.382
0.330   0.0433   0.0361   0.396
0.360   0.0395   0.0350   0.406
0.396   0.0349   0.0337   0.410
0.422   0.0318   0.0326   0.411
0.457   0.0270   0.0310   0.398
0.491   0.0225   0.0294   0.376
0.526   0.0155   0.0264   0.310
0.548   0.0120   0.0249   0.263
0.589   0.0044   0.0216   0.120
0.620   -0.0017   0.0190   -0.054
0.653   -0.0078   0.0160   -0.318
