J       CT       CP       eta
0.677   0.0610   0.0852   0.484
0.719   0.0542   0.0834   0.468
0.761   0.0459   0.0804   0.434
0.796   0.0390   0.0775   0.400
0.840   0.0285   0.0729   0.329
0.870   0.0215   0.0693   0.270
0.928   0.0067   0.0608   0.103
0.955   0.0002   0.0571   0.004
1.012   -0.0130   0.0493   -0.267
1.048   -0.0218   0.0434   -0.527
1.081   -0.0313   0.0361   -0.937
1.127   -0.0413   0.0303   -1.540
1.171   -0.0520   0.0222   -2.743
1.209   -0.0620   0.0153   -4.900
1.245   -0.0703   0.0095   -9.173
