RPM    CT       CP
1666   0.0971   0.0392
2018   0.0989   0.0391
2271   0.1007   0.0396
2556   0.1025   0.0401
2875   0.1043   0.0407
3144   0.1057   0.0411
3423   0.1074   0.0418
3728   0.1097   0.0426
3994   0.1110   0.0432
4290   0.1133   0.0442
4585   0.1155   0.0452
4853   0.1172   0.0460
5175   0.1190   0.0468
5450   0.1210   0.0477
5710   0.1229   0.0486
6021   0.1239   0.0493
