J       CT       CP       eta
0.154   0.0983   0.0990   0.153
0.191   0.0959   0.0978   0.187
0.231   0.0925   0.0958   0.224
0.270   0.0893   0.0936   0.258
0.322   0.0850   0.0910   0.301
0.357   0.0820   0.0892   0.328
0.396   0.0786   0.0870   0.358
0.440   0.0744   0.0845   0.387
0.481   0.0701   0.0823   0.410
0.518   0.0662   0.0811   0.423
0.565   0.0606   0.0792   0.432
0.604   0.0554   0.0773   0.432
0.637   0.0502   0.0755   0.424
0.681   0.0430   0.0727   0.403
0.715   0.0365   0.0698   0.374
0.762   0.0277   0.0660   0.320
0.797   0.0210   0.0626   0.268
