J       CT       CP       eta
0.092   0.1039   0.0462   0.207
0.119   0.1002   0.0459   0.260
0.141   0.0963   0.0451   0.302
0.169   0.0925   0.0448   0.348
0.191   0.0885   0.0440   0.384
0.216   0.0841   0.0433   0.420
0.239   0.0804   0.0429   0.448
0.263   0.0761   0.0424   0.472
0.286   0.0714   0.0415   0.492
0.309   0.0667   0.0405   0.508
0.333   0.0619   0.0396   0.521
0.355   0.0569   0.0384   0.526
0.379   0.0518   0.0373   0.526
0.405   0.0456   0.0358   0.515
0.428   0.0398   0.0344   0.495
0.451   0.0338   0.0330   0.463
0.474   0.0277   0.0315   0.418
