J       CT       CP       eta
0.093   0.1218   0.0679   0.166
0.112   0.1211   0.0681   0.200
0.136   0.1205   0.0687   0.239
0.158   0.1195   0.0692   0.273
0.180   0.1183   0.0697   0.305
0.205   0.1171   0.0701   0.342
0.228   0.1177   0.0702   0.382
0.251   0.1159   0.0706   0.412
0.274   0.1146   0.0714   0.440
0.297   0.1127   0.0717   0.468
0.322   0.1111   0.0724   0.495
0.344   0.1086   0.0726   0.515
0.363   0.1063   0.0727   0.531
0.383   0.1046   0.0731   0.548
0.407   0.1019   0.0732   0.567
0.433   0.0991   0.0734   0.584
0.452   0.0968   0.0735   0.595
