RPM    CT       CP
2014   0.0988   0.0416
2290   0.1018   0.0426
2583   0.1045   0.0435
2871   0.1062   0.0438
3131   0.1095   0.0450
3414   0.1122   0.0468
3696   0.1136   0.0469
3960   0.1153   0.0468
4241   0.1166   0.0471
4513   0.1179   0.0476
4800   0.1190   0.0479
5092   0.1200   0.0483
5383   0.1209   0.0486
5657   0.1215   0.0489
5947   0.1224   0.0494
6192   0.1228   0.0497
