J       CT       CP       eta
0.133   0.1116   0.0719   0.207
0.165   0.1109   0.0721   0.254
0.199   0.1097   0.0723   0.302
0.231   0.1079   0.0724   0.344
0.265   0.1055   0.0727   0.385
0.298   0.1038   0.0730   0.424
0.329   0.1021   0.0735   0.458
0.362   0.1001   0.0735   0.493
0.394   0.0977   0.0737   0.522
0.427   0.0952   0.0736   0.552
0.460   0.0923   0.0735   0.577
0.492   0.0886   0.0733   0.594
0.523   0.0834   0.0724   0.602
0.552   0.0781   0.0712   0.606
0.588   0.0697   0.0682   0.601
0.616   0.0632   0.0658   0.592
0.651   0.0532   0.0609   0.569
