J       CT       CP       eta
0.092   0.1521   0.0805   0.174
0.120   0.1486   0.0803   0.223
0.149   0.1455   0.0802   0.270
0.168   0.1428   0.0800   0.301
0.191   0.1403   0.0799   0.336
0.214   0.1383   0.0802   0.370
0.240   0.1347   0.0800   0.404
0.265   0.1298   0.0791   0.435
0.287   0.1257   0.0784   0.461
0.313   0.1215   0.0777   0.489
0.335   0.1163   0.0763   0.511
0.356   0.1121   0.0752   0.530
0.382   0.1058   0.0732   0.552
0.409   0.0992   0.0711   0.572
0.431   0.0946   0.0697   0.585
0.454   0.0885   0.0674   0.596
0.476   0.0839   0.0659   0.606
