J       CT       CP       eta
0.208   0.1013   0.1041   0.202
0.258   0.0974   0.1030   0.244
0.312   0.0925   0.0995   0.290
0.363   0.0889   0.0975   0.331
0.425   0.0841   0.0948   0.377
0.479   0.0790   0.0907   0.417
0.530   0.0750   0.0891   0.446
0.590   0.0676   0.0866   0.460
0.640   0.0610   0.0852   0.458
0.705   0.0495   0.0810   0.431
0.752   0.0416   0.0778   0.402
0.805   0.0304   0.0727   0.337
0.863   0.0176   0.0664   0.228
0.921   0.0049   0.0597   0.076
0.948   -0.0010   0.0562   -0.017
1.025   -0.0199   0.0443   -0.461
1.085   -0.0340   0.0352   -1.048
