J       CT       CP       eta
0.090   0.0989   0.0509   0.174
0.116   0.0972   0.0509   0.221
0.135   0.0960   0.0509   0.254
0.154   0.0944   0.0508   0.286
0.177   0.0943   0.0504   0.331
0.199   0.0921   0.0500   0.367
0.222   0.0904   0.0496   0.404
0.243   0.0885   0.0492   0.436
0.271   0.0848   0.0489   0.469
0.290   0.0829   0.0491   0.490
0.311   0.0796   0.0486   0.511
0.333   0.0770   0.0484   0.530
0.355   0.0737   0.0479   0.545
0.377   0.0702   0.0474   0.560
0.398   0.0671   0.0468   0.571
0.419   0.0635   0.0459   0.579
0.441   0.0599   0.0451   0.586
