J       CT       CP       eta
0.107   0.1043   0.0507   0.220
0.130   0.1038   0.0511   0.264
0.157   0.1018   0.0512   0.312
0.184   0.1001   0.0515   0.357
0.211   0.0984   0.0519   0.400
0.237   0.0958   0.0517   0.439
0.262   0.0938   0.0519   0.474
0.292   0.0908   0.0519   0.510
0.317   0.0876   0.0518   0.536
0.344   0.0853   0.0520   0.563
0.365   0.0821   0.0516   0.581
0.392   0.0791   0.0514   0.603
0.422   0.0750   0.0513   0.617
0.447   0.0716   0.0508   0.629
0.469   0.0677   0.0501   0.634
0.497   0.0614   0.0483   0.631
0.523   0.0551   0.0461   0.625
