J       CT       CP       eta
0.105   0.0758   0.0332   0.239
0.130   0.0722   0.0333   0.282
0.154   0.0690   0.0331   0.321
0.182   0.0654   0.0328   0.363
0.207   0.0620   0.0325   0.394
0.234   0.0580   0.0320   0.424
0.260   0.0541   0.0313   0.449
0.284   0.0501   0.0305   0.465
0.313   0.0454   0.0295   0.482
0.338   0.0413   0.0285   0.490
0.360   0.0380   0.0276   0.495
0.392   0.0323   0.0259   0.489
0.416   0.0281   0.0246   0.476
0.442   0.0233   0.0230   0.448
0.464   0.0193   0.0216   0.414
0.490   0.0140   0.0196   0.351
0.515   0.0091   0.0178   0.262
