J       CT       CP       eta
0.175   0.0812   0.0652   0.219
0.221   0.0775   0.0646   0.266
0.266   0.0736   0.0642   0.304
0.310   0.0687   0.0636   0.334
0.354   0.0627   0.0624   0.355
0.405   0.0556   0.0606   0.371
0.452   0.0483   0.0581   0.375
0.499   0.0410   0.0558   0.366
0.547   0.0324   0.0524   0.338
0.586   0.0254   0.0497   0.299
0.639   0.0153   0.0451   0.217
0.676   0.0084   0.0418   0.135
0.728   -0.0025   0.0364   -0.050
0.773   -0.0127   0.0309   -0.319
0.814   -0.0216   0.0261   -0.673
0.858   -0.0316   0.0212   -1.276
0.901   -0.0418   0.0161   -2.342
