J       CT       CP       eta
0.173   0.0948   0.0941   0.174
0.219   0.0923   0.0921   0.219
0.262   0.0898   0.0902   0.261
0.310   0.0882   0.0894   0.306
0.353   0.0853   0.0881   0.342
0.405   0.0813   0.0875   0.377
0.450   0.0773   0.0873   0.399
0.495   0.0716   0.0866   0.409
0.537   0.0655   0.0851   0.413
0.588   0.0568   0.0828   0.404
0.628   0.0499   0.0806   0.388
0.682   0.0400   0.0765   0.356
0.715   0.0338   0.0742   0.325
0.769   0.0225   0.0690   0.250
0.812   0.0139   0.0649   0.174
0.862   0.0021   0.0579   0.031
0.892   -0.0043   0.0544   -0.071
