J       CT       CP       eta
0.086   0.0950   0.0411   0.198
0.112   0.0925   0.0414   0.251
0.134   0.0904   0.0416   0.291
0.157   0.0878   0.0419   0.329
0.182   0.0849   0.0421   0.367
0.207   0.0818   0.0422   0.401
0.231   0.0785   0.0421   0.430
0.255   0.0749   0.0420   0.455
0.280   0.0709   0.0415   0.479
0.302   0.0675   0.0412   0.494
0.327   0.0636   0.0408   0.511
0.353   0.0590   0.0398   0.523
0.378   0.0541   0.0386   0.529
0.399   0.0503   0.0377   0.532
0.423   0.0452   0.0362   0.528
0.449   0.0397   0.0346   0.515
0.472   0.0348   0.0329   0.500
