J       CT       CP       eta
0.147   0.0984   0.0495   0.291
0.183   0.0929   0.0493   0.345
0.218   0.0859   0.0481   0.388
0.259   0.0789   0.0470   0.434
0.294   0.0718   0.0452   0.467
0.333   0.0643   0.0435   0.492
0.367   0.0561   0.0409   0.504
0.404   0.0478   0.0381   0.507
0.440   0.0400   0.0352   0.500
0.483   0.0312   0.0318   0.475
0.518   0.0237   0.0286   0.430
0.556   0.0166   0.0256   0.360
0.592   0.0094   0.0223   0.250
0.628   0.0016   0.0186   0.055
0.665   -0.0065   0.0142   -0.305
0.701   -0.0148   0.0096   -1.077
