J       CT       CP       eta
0.234   0.1069   0.1482   0.168
0.292   0.1013   0.1433   0.206
0.353   0.0958   0.1392   0.243
0.412   0.0906   0.1364   0.273
0.475   0.0829   0.1313   0.300
0.532   0.0763   0.1271   0.319
0.598   0.0682   0.1224   0.333
0.667   0.0589   0.1182   0.333
0.720   0.0507   0.1137   0.321
0.790   0.0404   0.1098   0.290
0.829   0.0325   0.1049   0.257
0.918   0.0169   0.0982   0.158
0.963   0.0068   0.0924   0.071
1.035   -0.0084   0.0853   -0.102
1.082   -0.0194   0.0796   -0.264
1.144   -0.0342   0.0707   -0.554
1.210   -0.0512   0.0609   -1.017
