J       CT       CP       eta
0.088   0.0585   0.0228   0.225
0.113   0.0554   0.0227   0.276
0.132   0.0527   0.0224   0.310
0.152   0.0494   0.0220   0.341
0.175   0.0458   0.0215   0.372
0.198   0.0423   0.0212   0.397
0.220   0.0387   0.0206   0.413
0.243   0.0347   0.0200   0.422
0.264   0.0309   0.0193   0.423
0.287   0.0267   0.0185   0.414
0.310   0.0222   0.0175   0.393
0.331   0.0178   0.0164   0.360
0.349   0.0140   0.0154   0.317
0.375   0.0081   0.0137   0.221
0.393   0.0039   0.0124   0.123
0.416   -0.0018   0.0105   -0.071
0.440   -0.0080   0.0084   -0.421
