J       CT       CP       eta
0.113   0.0999   0.0830   0.136
0.143   0.0984   0.0821   0.171
0.174   0.0967   0.0803   0.209
0.202   0.0955   0.0786   0.246
0.239   0.0943   0.0769   0.294
0.264   0.0934   0.0761   0.324
0.299   0.0921   0.0749   0.368
0.328   0.0905   0.0747   0.397
0.358   0.0881   0.0747   0.422
0.388   0.0854   0.0745   0.445
0.420   0.0819   0.0743   0.463
0.449   0.0786   0.0738   0.478
0.478   0.0747   0.0734   0.486
0.508   0.0703   0.0727   0.491
0.537   0.0660   0.0719   0.492
0.571   0.0610   0.0709   0.491
0.595   0.0571   0.0702   0.484
