J       CT       CP       eta
0.420   0.0979   0.0742   0.554
0.444   0.0927   0.0726   0.567
0.468   0.0879   0.0712   0.577
0.490   0.0826   0.0694   0.583
0.513   0.0778   0.0678   0.588
0.543   0.0712   0.0655   0.590
0.566   0.0661   0.0637   0.588
0.589   0.0611   0.0619   0.582
0.616   0.0550   0.0597   0.567
0.644   0.0479   0.0568   0.543
0.669   0.0422   0.0547   0.517
0.689   0.0372   0.0524   0.489
0.712   0.0305   0.0494   0.440
0.735   0.0247   0.0467   0.388
0.768   0.0148   0.0423   0.269
0.788   0.0086   0.0395   0.172
0.819   -0.0010   0.0351   -0.024
0.838   -0.0074   0.0320   -0.194
0.866   -0.0165   0.0279   -0.512
0.885   -0.0226   0.0249   -0.804
0.912   -0.0322   0.0202   -1.455
0.940   -0.0413   0.0158   -2.457
0.965   -0.0497   0.0116   -4.151
