J       CT       CP       eta
0.084   0.0859   0.0360   0.201
0.103   0.0839   0.0361   0.238
0.126   0.0810   0.0362   0.282
0.148   0.0781   0.0362   0.320
0.173   0.0744   0.0360   0.357
0.196   0.0706   0.0356   0.388
0.220   0.0664   0.0351   0.416
0.242   0.0626   0.0345   0.438
0.267   0.0574   0.0334   0.458
0.289   0.0533   0.0325   0.472
0.314   0.0478   0.0312   0.481
0.335   0.0435   0.0301   0.485
0.359   0.0384   0.0286   0.483
0.382   0.0339   0.0272   0.474
0.405   0.0289   0.0257   0.456
0.427   0.0247   0.0244   0.433
0.453   0.0197   0.0228   0.391
